SMILES,ChemBank_Name,GROUP,idCpd,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
CC(C)c1ccc(NN2C(C(O)c3cccc(O)c3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000061,DC/DC',8690,0.2413793103448276,483.5680000000002,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.75,4,4
COc1cc(OC)c(C(O)C2C=CC3C(=O)NC(=O)C3N2Nc2ccc(Cl)cc2Cl)cc1Br,BCB01_000062,DC/DC',8691,0.2727272727272727,557.2280000000001,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6363636363636364,3,4
CC(C)c1ccc(NN2C(C(O)c3ccc(B(O)O)cc3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000063,DC/DC',8692,0.2413793103448276,511.3870000000002,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.7105263157894737,4,4
O=C1NC(=O)C2C1C=CC(C(O)c1ccccn1)N2Nc1ccc(Cl)cc1Cl,BCB01_000064,DC/DC',8693,0.21052631578947367,419.26800000000014,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.75,3,4
CC(=O)n1cc(C(O)C2C=CC3C(=O)N(c4ccccc4)C(=O)C3N2Nc2ccc(C(C)C)cc2)c2ccccc21,BCB01_000065,DC/DC',8694,0.24242424242424243,548.6430000000004,6,34,2,32,30,0.13333333333333333,1.5,1.1333333333333333,0.7317073170731707,4,4
CCOc1cc(C(O)C2C=CC3C(=O)NC(=O)C3N2Nc2ccc(Cl)cc2Cl)ccc1O,BCB01_000066,DC/DC',8695,0.2727272727272727,478.3320000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.65625,3,4
CC(C)c1ccc(NN2C(C(O)C(C)c3ccccc3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000067,DC/DC',8696,0.2903225806451613,495.6230000000002,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.7297297297297297,4,5
O=C1NC(=O)C2C1C=CC(C(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N2Nc1ccc(Cl)cc1Cl,BCB01_000068,DC/DC',8697,0.2727272727272727,554.2740000000003,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.5833333333333334,3,4
Cc1ccc(C(C)CC(O)C2C=CC3C(=O)N(c4ccccc4)C(=O)C3N2Nc2ccc(C(C)C)cc2)o1,BCB01_000069,DC/DC',8698,0.3548387096774194,513.6380000000004,5,28,1,27,26,0.07692307692307693,1.25,1.0769230769230769,0.6842105263157895,4,5
O=C1NC(=O)C2C1C=CC(C(O)c1c(F)cccc1Cl)N2Nc1ccc(Cl)cc1Cl,BCB01_000070,DC/DC',8699,0.2,470.71500000000015,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7,3,4
CC(C)c1ccc(NN2C(C(O)c3cccs3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000071,DC/DC',8700,0.25925925925925924,473.5980000000002,5,28,1,27,26,0.07692307692307693,1.25,1.0769230769230769,0.7647058823529411,4,4
O=C1NC(=O)C2C1C=CC(C(O)c1ccc(-c3ccccc3)s1)N2Nc1ccc(Cl)cc1Cl,BCB01_000072,DC/DC',8701,0.16666666666666666,500.4070000000002,5,28,1,27,26,0.07692307692307693,1.25,1.0769230769230769,0.7878787878787878,4,4
CC(C)c1ccc(NN2C(C(O)Cc3ccccc3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000073,DC/DC',8702,0.26666666666666666,481.5960000000002,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.75,4,4
Cn1cccc1C(O)C1C=CC2C(=O)NC(=O)C2N1Nc1ccc(Cl)cc1Cl,BCB01_000074,DC/DC',8703,0.2631578947368421,421.2840000000001,4,22,1,21,20,0.1,1.3333333333333333,1.1,0.7142857142857143,3,4
CC(C)c1ccc(NN2C(C(O)c3ccc(C#N)cc3)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000075,DC/DC',8704,0.23333333333333334,492.57900000000024,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.7297297297297297,4,4
Cc1cc(C)c(C(O)C2C=CC3C(=O)NC(=O)C3N2Nc2ccc(Cl)cc2Cl)c(C)c1,BCB01_000076,DC/DC',8705,0.30434782608695654,460.3610000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6774193548387096,3,4
CC(C)c1ccc(NN2C(C(O)c3ccc4c(c3)OCO4)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000077,DC/DC',8706,0.26666666666666666,511.5780000000003,6,34,2,32,30,0.13333333333333333,1.5,1.1333333333333333,0.7894736842105263,4,4
Cc1ccccc1C(O)C1C=CC2C(=O)NC(=O)C2N1Nc1ccc(Cl)cc1Cl,BCB01_000078,DC/DC',8707,0.23809523809523808,432.30700000000024,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7241379310344828,3,4
CC(C)c1ccc(NN2C(C(O)C3=CC4CC(C3)C4(C)C)C=CC3C(=O)N(c4ccccc4)C(=O)C32)cc1,BCB01_000079,DC/DC',8708,0.4375,511.66600000000034,7,39,9,30,28,0.6428571428571429,1.5,1.3928571428571428,0.7368421052631579,4,6
O=C1NC(=O)C2C1C=CC(C(O)/C=C/c1ccc([N+](=O)[O-])cc1)N2Nc1ccc(Cl)cc1Cl,BCB01_000080,DC/DC',8709,0.18181818181818182,489.31500000000017,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6363636363636364,3,4
CN1C(=O)C2C=CC(C(O)C#Cc3ccccc3)N(Nc3ccccc3)C2C1=O,BCB01_000081,DC/DC',8710,0.21739130434782608,387.4390000000001,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7241379310344828,3,4
CN1C(=O)C2C=CC(C(O)C3CCCCC3)N(N3CCCCC3)C2C1=O,BCB01_000082,DC/DC',8711,0.8,361.48600000000016,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.8076923076923077,3,4
C=C(C)C1CC=C(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2Nc2ccccc2)CC1,BCB01_000083,DC/DC',8712,0.4166666666666667,407.514,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7,3,5
C=C(C)C1CCC(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2N2CCCCC2)CC1,BCB01_000084,DC/DC',8713,0.7391304347826086,401.5510000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7241379310344828,3,4
CN1C(=O)C2C=CC(C(O)c3ccco3)N(Nc3ccccc3)C2C1=O,BCB01_000085,DC/DC',8714,0.2631578947368421,353.37800000000004,4,22,1,21,20,0.1,1.3333333333333333,1.1,0.7692307692307693,3,4
CCCCC(O)C1C=CC2C(=O)N(C)C(=O)C2N1N1CCCCC1,BCB01_000086,DC/DC',8715,0.7777777777777778,335.44800000000004,3,17,1,16,15,0.13333333333333333,1.5,1.1333333333333333,0.625,2,4
CCCCC(O)C1C=CC2C(=O)N(C)C(=O)C2N1Nc1ccccc1,BCB01_000087,DC/DC',8716,0.47368421052631576,343.42700000000013,3,17,1,16,15,0.13333333333333333,1.5,1.1333333333333333,0.6,2,4
CCCCCCCCCCC(O)C1C=CC2C(=O)N(C)C(=O)C2N1N1CCCCC1,BCB01_000088,DC/DC',8717,0.8333333333333334,419.61000000000035,3,17,1,16,15,0.13333333333333333,1.5,1.1333333333333333,0.5,2,4
